,filename,true_label,pred_label,correct?
134,79591.jpg,paulownia_tomentosa,paulownia_tomentosa,True
135,40160.jpg,pinus_densiflora,pinus_sylvestris,False
136,29690.jpg,juglans_nigra,juglans_nigra,True
137,21993.jpg,populus_deltoides,populus_deltoides,True
138,27412.jpg,ptelea_trifoliata,ptelea_trifoliata,True
139,2473.jpg,quercus_montana,quercus_montana,True
140,69473.jpg,chionanthus_retusus,chionanthus_retusus,True
141,86706.jpg,magnolia_virginiana,quercus_imbricaria,False
142,84476.jpg,carya_tomentosa,carya_tomentosa,True
143,81120.jpg,acer_rubrum,acer_rubrum,True
144,80286.jpg,chionanthus_virginicus,chionanthus_virginicus,True
145,30529.jpg,ostrya_virginiana,ostrya_virginiana,True
146,13440.jpg,acer_griseum,acer_griseum,True
147,75355.jpg,acer_ginnala,acer_ginnala,True
148,6620.jpg,tilia_tomentosa,tilia_tomentosa,True
149,39338.jpg,maclura_pomifera,maclura_pomifera,True
150,88465.jpg,fraxinus_americana,carya_glabra,False
151,11233.jpg,quercus_montana,quercus_montana,True
152,2366.jpg,quercus_nigra,quercus_nigra,True
153,38718.jpg,corylus_colurna,corylus_colurna,True
154,60210.jpg,cryptomeria_japonica,cryptomeria_japonica,True
155,32869.jpg,quercus_cerris,quercus_cerris,True
156,32934.jpg,tilia_tomentosa,tilia_tomentosa,True
157,78012.jpg,stewartia_pseudocamellia,stewartia_pseudocamellia,True
158,38205.jpg,acer_griseum,acer_griseum,True
159,2979.jpg,cornus_kousa,cornus_kousa,True
160,12590.jpg,maclura_pomifera,maclura_pomifera,True
161,9069.jpg,carya_glabra,carya_glabra,True
162,82197.jpg,ptelea_trifoliata,ptelea_trifoliata,True
163,63208.jpg,chamaecyparis_thyoides,chamaecyparis_thyoides,True
164,89039.jpg,malus_coronaria,malus_coronaria,True
165,48943.jpg,tilia_americana,tilia_americana,True
166,30635.jpg,acer_griseum,staphylea_trifolia,False
167,91351.jpg,quercus_velutina,quercus_velutina,True
168,44414.jpg,pinus_nigra,pinus_strobus,False
169,64998.jpg,prunus_yedoensis,prunus_yedoensis,True
170,92114.jpg,cercidiphyllum_japonicum,cercidiphyllum_japonicum,True
171,37531.jpg,salix_caroliniana,salix_caroliniana,True
172,85055.jpg,liriodendron_tulipifera,liriodendron_tulipifera,True
173,55898.jpg,ilex_opaca,ilex_opaca,True
174,56444.jpg,maclura_pomifera,maclura_pomifera,True
175,30030.jpg,chionanthus_retusus,chionanthus_retusus,True
176,32281.jpg,ulmus_procera,ulmus_glabra,False
177,82769.jpg,pinus_pungens,pinus_pungens,True
178,7166.jpg,quercus_montana,quercus_montana,True
179,68720.jpg,ulmus_parvifolia,ulmus_parvifolia,True
180,667.jpg,ailanthus_altissima,ailanthus_altissima,True
181,54464.jpg,halesia_tetraptera,halesia_tetraptera,True
182,79674.jpg,acer_negundo,acer_negundo,True
183,94071.jpg,acer_rubrum,acer_rubrum,True
184,48643.jpg,pinus_flexilis,pinus_cembra,False
185,32012.jpg,chamaecyparis_pisifera,chamaecyparis_pisifera,True
186,13641.jpg,prunus_yedoensis,prunus_yedoensis,True
187,15821.jpg,zelkova_serrata,zelkova_serrata,True
188,52757.jpg,fraxinus_americana,fraxinus_americana,True
189,71421.jpg,toona_sinensis,toona_sinensis,True
190,36120.jpg,prunus_sargentii,prunus_sargentii,True
191,26856.jpg,liriodendron_tulipifera,liriodendron_tulipifera,True
192,69058.jpg,tilia_americana,tilia_americana,True
193,37721.jpg,malus_hupehensis,chionanthus_retusus,False
194,86366.jpg,pinus_peucea,pinus_peucea,True
195,11669.jpg,catalpa_bignonioides,catalpa_bignonioides,True
196,14774.jpg,malus_floribunda,malus_floribunda,True
197,3717.jpg,acer_pseudoplatanus,acer_pseudoplatanus,True
198,4866.jpg,juniperus_virginiana,cedrus_atlantica,False
199,46083.jpg,carya_cordiformis,cladrastis_lutea,False
200,86862.jpg,zelkova_serrata,zelkova_serrata,True
201,72251.jpg,quercus_falcata,quercus_falcata,True
202,45854.jpg,castanea_dentata,castanea_dentata,True
203,92594.jpg,crataegus_viridis,crataegus_viridis,True
204,52903.jpg,prunus_yedoensis,prunus_yedoensis,True
205,63096.jpg,maclura_pomifera,maclura_pomifera,True
206,17288.jpg,metasequoia_glyptostroboides,metasequoia_glyptostroboides,True
207,85658.jpg,magnolia_virginiana,magnolia_virginiana,True
208,64672.jpg,cercis_canadensis,cercis_canadensis,True
209,70414.jpg,quercus_coccinea,quercus_coccinea,True
210,749.jpg,magnolia_soulangiana,magnolia_stellata,False
211,22137.jpg,albizia_julibrissin,albizia_julibrissin,True
212,2225.jpg,quercus_michauxii,quercus_michauxii,True
213,44790.jpg,quercus_marilandica,magnolia_soulangiana,False
214,3639.jpg,picea_pungens,picea_pungens,True
215,84379.jpg,maclura_pomifera,ostrya_virginiana,False
216,58882.jpg,amelanchier_laevis,amelanchier_laevis,True
217,43859.jpg,eucommia_ulmoides,eucommia_ulmoides,True
218,60212.jpg,cryptomeria_japonica,cryptomeria_japonica,True
219,8304.jpg,liriodendron_tulipifera,liriodendron_tulipifera,True
220,46496.jpg,quercus_palustris,quercus_palustris,True
221,73341.jpg,celtis_tenuifolia,celtis_tenuifolia,True
222,3142.jpg,taxodium_distichum,taxodium_distichum,True
223,62890.jpg,crataegus_laevigata,crataegus_laevigata,True
224,87782.jpg,ulmus_pumila,ulmus_pumila,True
225,89396.jpg,catalpa_bignonioides,catalpa_bignonioides,True
226,35969.jpg,tilia_americana,tilia_americana,True
227,50511.jpg,quercus_virginiana,quercus_virginiana,True
228,45939.jpg,castanea_dentata,castanea_dentata,True
229,21445.jpg,tilia_americana,tilia_americana,True
230,76461.jpg,cercidiphyllum_japonicum,cercidiphyllum_japonicum,True
231,81969.jpg,quercus_velutina,quercus_velutina,True
232,5482.jpg,quercus_nigra,quercus_nigra,True
233,16532.jpg,crataegus_pruinosa,crataegus_pruinosa,True
234,6469.jpg,cornus_kousa,cornus_kousa,True
235,71213.jpg,halesia_tetraptera,halesia_tetraptera,True
236,15921.jpg,morus_rubra,morus_rubra,True
237,16608.jpg,ilex_opaca,ilex_opaca,True
238,43927.jpg,populus_grandidentata,populus_grandidentata,True
239,1125.jpg,ulmus_parvifolia,ulmus_parvifolia,True
240,15553.jpg,juglans_nigra,juglans_nigra,True
241,7596.jpg,broussonettia_papyrifera,broussonettia_papyrifera,True
242,39783.jpg,crataegus_viridis,crataegus_viridis,True
243,1920.jpg,platanus_acerifolia,quercus_muehlenbergii,False
244,81051.jpg,acer_rubrum,acer_rubrum,True
245,90963.jpg,populus_deltoides,populus_deltoides,True
246,36263.jpg,crataegus_pruinosa,crataegus_pruinosa,True
247,51658.jpg,chionanthus_retusus,chionanthus_retusus,True
248,87768.jpg,cornus_mas,cornus_mas,True
249,91790.jpg,juglans_cinerea,juglans_cinerea,True
250,17603.jpg,betula_jacqemontii,betula_jacqemontii,True
251,90689.jpg,quercus_imbricaria,quercus_imbricaria,True
252,67574.jpg,malus_coronaria,malus_coronaria,True
253,12250.jpg,styrax_obassia,syringa_reticulata,False
254,83417.jpg,salix_nigra,salix_nigra,True
255,8136.jpg,ulmus_glabra,ulmus_glabra,True
256,40671.jpg,ulmus_rubra,malus_pumila,False
257,92954.jpg,populus_tremuloides,populus_tremuloides,True
258,79294.jpg,magnolia_macrophylla,magnolia_macrophylla,True
259,70455.jpg,juglans_cinerea,juglans_cinerea,True
260,87946.jpg,betula_nigra,betula_nigra,True
261,51657.jpg,chionanthus_retusus,chionanthus_retusus,True
262,57080.jpg,robinia_pseudo-acacia,robinia_pseudo-acacia,True
263,79215.jpg,acer_pseudoplatanus,acer_pseudoplatanus,True
264,47643.jpg,pinus_parviflora,pinus_parviflora,True
265,15492.jpg,fraxinus_pennsylvanica,aesculus_pavi,False
266,29240.jpg,aesculus_pavi,aesculus_pavi,True
267,66923.jpg,acer_campestre,acer_campestre,True
268,52808.jpg,quercus_alba,quercus_alba,True
269,10867.jpg,oxydendrum_arboreum,styrax_obassia,False
270,29725.jpg,magnolia_denudata,magnolia_denudata,True
271,77803.jpg,betula_nigra,prunus_yedoensis,False
272,91331.jpg,albizia_julibrissin,albizia_julibrissin,True
273,38528.jpg,asimina_triloba,asimina_triloba,True
274,64136.jpg,maclura_pomifera,maclura_pomifera,True
275,1177.jpg,salix_matsudana,salix_matsudana,True
276,12324.jpg,magnolia_virginiana,magnolia_virginiana,True
277,6480.jpg,aesculus_hippocastamon,aesculus_hippocastamon,True
278,53094.jpg,quercus_muehlenbergii,quercus_muehlenbergii,True
279,49258.jpg,liquidambar_styraciflua,liquidambar_styraciflua,True
280,8828.jpg,pinus_koraiensis,pinus_koraiensis,True
281,76939.jpg,quercus_montana,quercus_montana,True
282,30485.jpg,quercus_acutissima,quercus_acutissima,True
283,61611.jpg,halesia_tetraptera,halesia_tetraptera,True
284,32982.jpg,acer_palmatum,acer_palmatum,True
285,32054.jpg,tilia_europaea,tilia_europaea,True
286,80893.jpg,pinus_rigida,pinus_strobus,False
287,12990.jpg,fraxinus_nigra,fraxinus_nigra,True
288,87558.jpg,liquidambar_styraciflua,liquidambar_styraciflua,True
289,85301.jpg,amelanchier_arborea,amelanchier_arborea,True
290,7578.jpg,ulmus_pumila,ulmus_pumila,True
291,84358.jpg,cercis_canadensis,cercis_canadensis,True
292,831.jpg,maclura_pomifera,maclura_pomifera,True
293,53258.jpg,tilia_cordata,tilia_cordata,True
294,8949.jpg,ulmus_pumila,ulmus_pumila,True
295,81489.jpg,salix_nigra,salix_nigra,True
296,83205.jpg,betula_lenta,betula_lenta,True
297,13782.jpg,ulmus_pumila,ulmus_pumila,True
298,28227.jpg,quercus_nigra,quercus_nigra,True
299,52408.jpg,chamaecyparis_thyoides,chamaecyparis_thyoides,True
300,38043.jpg,tilia_americana,tilia_americana,True
301,72918.jpg,quercus_alba,quercus_alba,True
302,83587.jpg,ptelea_trifoliata,ptelea_trifoliata,True
303,6122.jpg,acer_palmatum,acer_palmatum,True
304,40792.jpg,magnolia_virginiana,magnolia_virginiana,True
305,28428.jpg,fraxinus_nigra,aesculus_glabra,False
306,17873.jpg,liriodendron_tulipifera,liriodendron_tulipifera,True
307,53643.jpg,zelkova_serrata,zelkova_serrata,True
308,82507.jpg,cercidiphyllum_japonicum,cercidiphyllum_japonicum,True
309,76445.jpg,koelreuteria_paniculata,koelreuteria_paniculata,True
310,2239.jpg,crataegus_crus-galli,crataegus_crus-galli,True
311,47542.jpg,magnolia_tripetala,magnolia_tripetala,True
312,66691.jpg,salix_babylonica,salix_babylonica,True
313,87600.jpg,quercus_nigra,quercus_nigra,True
314,44592.jpg,quercus_bicolor,quercus_bicolor,True
315,24897.jpg,malus_hupehensis,malus_hupehensis,True
316,60252.jpg,cercis_canadensis,cercis_canadensis,True
317,62520.jpg,gleditsia_triacanthos,gleditsia_triacanthos,True
318,29039.jpg,quercus_bicolor,quercus_bicolor,True
319,83440.jpg,metasequoia_glyptostroboides,metasequoia_glyptostroboides,True
320,77732.jpg,metasequoia_glyptostroboides,metasequoia_glyptostroboides,True
321,21413.jpg,acer_saccharum,acer_saccharum,True
322,84266.jpg,quercus_marilandica,quercus_marilandica,True
323,37391.jpg,prunus_sargentii,quercus_muehlenbergii,False
324,3237.jpg,fraxinus_nigra,juglans_nigra,False
325,53041.jpg,diospyros_virginiana,diospyros_virginiana,True
326,7781.jpg,ulmus_glabra,betula_alleghaniensis,False
327,50143.jpg,juglans_cinerea,juglans_cinerea,True
328,37178.jpg,amelanchier_laevis,amelanchier_laevis,True
329,8904.jpg,quercus_montana,quercus_montana,True
330,74190.jpg,pinus_taeda,pinus_nigra,False
331,20542.jpg,pinus_pungens,pinus_pungens,True
332,17959.jpg,quercus_falcata,quercus_falcata,True
333,15470.jpg,juglans_nigra,juglans_nigra,True
334,5888.jpg,nyssa_sylvatica,nyssa_sylvatica,True
335,33444.jpg,ilex_opaca,ilex_opaca,True
336,4555.jpg,magnolia_macrophylla,magnolia_macrophylla,True
337,6512.jpg,eucommia_ulmoides,prunus_subhirtella,False
338,129.jpg,styrax_japonica,styrax_japonica,True
339,53656.jpg,morus_alba,morus_alba,True
340,57284.jpg,malus_floribunda,malus_floribunda,True
341,21846.jpg,platanus_occidentalis,platanus_occidentalis,True
342,38063.jpg,albizia_julibrissin,albizia_julibrissin,True
343,22505.jpg,crataegus_viridis,crataegus_viridis,True
344,79695.jpg,aesculus_hippocastamon,aesculus_hippocastamon,True
345,3296.jpg,cedrus_atlantica,cedrus_atlantica,True
346,67030.jpg,gleditsia_triacanthos,gleditsia_triacanthos,True
347,87504.jpg,quercus_coccinea,quercus_coccinea,True
348,84669.jpg,tilia_tomentosa,tilia_tomentosa,True
349,28932.jpg,magnolia_denudata,magnolia_denudata,True
350,84676.jpg,acer_saccharum,acer_saccharum,True
351,8007.jpg,magnolia_soulangiana,magnolia_soulangiana,True
352,91008.jpg,maclura_pomifera,maclura_pomifera,True
353,47327.jpg,evodia_daniellii,evodia_daniellii,True
354,64308.jpg,pinus_virginiana,pinus_virginiana,True
355,38964.jpg,malus_angustifolia,malus_angustifolia,True
356,51566.jpg,acer_ginnala,acer_ginnala,True
357,43413.jpg,tilia_cordata,tilia_cordata,True
358,30715.jpg,cladrastis_lutea,catalpa_bignonioides,False
359,25696.jpg,tilia_americana,tilia_americana,True
360,88795.jpg,salix_babylonica,salix_babylonica,True
361,12800.jpg,crataegus_crus-galli,crataegus_crus-galli,True
362,63789.jpg,pinus_rigida,pinus_parviflora,False
363,307.jpg,malus_baccata,malus_baccata,True
364,52414.jpg,quercus_phellos,quercus_phellos,True
365,46526.jpg,quercus_robur,quercus_michauxii,False
366,67569.jpg,malus_pumila,malus_pumila,True
367,48392.jpg,acer_pseudoplatanus,acer_pseudoplatanus,True
368,64175.jpg,carya_cordiformis,carya_cordiformis,True
369,54587.jpg,acer_negundo,acer_negundo,True
370,27133.jpg,robinia_pseudo-acacia,robinia_pseudo-acacia,True
371,43265.jpg,halesia_tetraptera,halesia_tetraptera,True
372,42714.jpg,quercus_alba,quercus_alba,True
373,61538.jpg,amelanchier_arborea,malus_coronaria,False
374,60691.jpg,acer_saccharinum,acer_saccharinum,True
375,90815.jpg,celtis_occidentalis,celtis_occidentalis,True
376,30877.jpg,chamaecyparis_pisifera,chamaecyparis_pisifera,True
377,25931.jpg,toona_sinensis,cladrastis_lutea,False
378,66245.jpg,platanus_acerifolia,platanus_acerifolia,True
379,73158.jpg,malus_hupehensis,malus_hupehensis,True
380,10206.jpg,ulmus_procera,ulmus_procera,True
381,74112.jpg,gleditsia_triacanthos,gleditsia_triacanthos,True
382,72096.jpg,corylus_colurna,corylus_colurna,True
383,91318.jpg,carya_tomentosa,carya_tomentosa,True
384,11866.jpg,quercus_marilandica,quercus_marilandica,True
385,31311.jpg,tilia_europaea,tilia_europaea,True
386,38885.jpg,ginkgo_biloba,ginkgo_biloba,True
387,45530.jpg,cercis_canadensis,cercis_canadensis,True
388,30892.jpg,juniperus_virginiana,chamaecyparis_pisifera,False
389,27911.jpg,acer_negundo,acer_negundo,True
390,59798.jpg,quercus_robur,quercus_robur,True
391,7525.jpg,gleditsia_triacanthos,gleditsia_triacanthos,True
392,59911.jpg,sassafras_albidum,sassafras_albidum,True
393,66753.jpg,ulmus_parvifolia,ulmus_parvifolia,True
394,11048.jpg,magnolia_soulangiana,magnolia_soulangiana,True
395,13878.jpg,magnolia_stellata,magnolia_stellata,True
396,64692.jpg,tilia_americana,tilia_americana,True
397,28281.jpg,pinus_resinosa,pinus_thunbergii,False
398,56952.jpg,betula_lenta,betula_lenta,True
399,62614.jpg,pinus_cembra,pinus_flexilis,False
400,57994.jpg,prunus_serotina,prunus_serotina,True
401,85203.jpg,malus_pumila,malus_pumila,True
402,84847.jpg,albizia_julibrissin,albizia_julibrissin,True
403,83006.jpg,magnolia_macrophylla,magnolia_macrophylla,True
404,16660.jpg,quercus_velutina,quercus_velutina,True
405,52513.jpg,magnolia_soulangiana,magnolia_soulangiana,True
406,59731.jpg,magnolia_stellata,carpinus_betulus,False
407,34321.jpg,chionanthus_virginicus,chionanthus_virginicus,True
408,52517.jpg,prunus_sargentii,prunus_sargentii,True
409,24976.jpg,liquidambar_styraciflua,liquidambar_styraciflua,True
410,78706.jpg,carya_glabra,carya_glabra,True
411,8799.jpg,fraxinus_nigra,fraxinus_pennsylvanica,False
412,6150.jpg,pinus_flexilis,pinus_flexilis,True
413,53857.jpg,ulmus_pumila,ulmus_pumila,True
414,83670.jpg,magnolia_virginiana,magnolia_virginiana,True
415,93548.jpg,corylus_colurna,corylus_colurna,True
416,12353.jpg,quercus_cerris,quercus_cerris,True
417,30092.jpg,juglans_cinerea,juglans_cinerea,True
418,59272.jpg,carya_tomentosa,carya_tomentosa,True
419,94131.jpg,morus_rubra,morus_rubra,True
420,78113.jpg,malus_floribunda,malus_floribunda,True
421,48184.jpg,quercus_macrocarpa,quercus_macrocarpa,True
422,72389.jpg,acer_saccharum,acer_platanoides,False
423,2116.jpg,quercus_nigra,quercus_nigra,True
424,33814.jpg,halesia_tetraptera,halesia_tetraptera,True
425,47150.jpg,pinus_sylvestris,pinus_sylvestris,True
426,20105.jpg,nyssa_sylvatica,quercus_nigra,False
427,84641.jpg,fraxinus_nigra,fraxinus_nigra,True
428,714.jpg,quercus_robur,quercus_robur,True
429,61403.jpg,quercus_muehlenbergii,quercus_muehlenbergii,True
430,5498.jpg,aesculus_flava,aesculus_flava,True
431,92178.jpg,acer_rubrum,acer_rubrum,True
432,52733.jpg,oxydendrum_arboreum,oxydendrum_arboreum,True
433,73548.jpg,betula_populifolia,betula_populifolia,True
434,68818.jpg,crataegus_viridis,crataegus_viridis,True
435,40082.jpg,pinus_strobus,pinus_strobus,True
436,65469.jpg,tilia_americana,tilia_americana,True
437,77404.jpg,juglans_nigra,juglans_nigra,True
438,21822.jpg,pinus_thunbergii,pinus_thunbergii,True
439,91258.jpg,chamaecyparis_pisifera,chamaecyparis_pisifera,True
440,45590.jpg,ptelea_trifoliata,ptelea_trifoliata,True
441,77125.jpg,prunus_pensylvanica,prunus_pensylvanica,True
442,66012.jpg,ulmus_procera,crataegus_viridis,False
443,783.jpg,juglans_cinerea,juglans_cinerea,True
444,47440.jpg,stewartia_pseudocamellia,stewartia_pseudocamellia,True
445,74526.jpg,magnolia_soulangiana,magnolia_soulangiana,True
446,69163.jpg,acer_rubrum,acer_rubrum,True
447,53257.jpg,tilia_cordata,tilia_cordata,True
448,27225.jpg,maclura_pomifera,maclura_pomifera,True
449,79806.jpg,amelanchier_arborea,amelanchier_arborea,True
450,42374.jpg,fraxinus_nigra,fraxinus_nigra,True
451,80352.jpg,cornus_kousa,cornus_kousa,True
452,68152.jpg,oxydendrum_arboreum,oxydendrum_arboreum,True
453,91935.jpg,koelreuteria_paniculata,koelreuteria_paniculata,True
454,25767.jpg,prunus_subhirtella,prunus_subhirtella,True
455,89954.jpg,prunus_pensylvanica,prunus_pensylvanica,True
456,3704.jpg,prunus_pensylvanica,prunus_pensylvanica,True
457,36971.jpg,pyrus_calleryana,pyrus_calleryana,True
458,61006.jpg,prunus_virginiana,populus_tremuloides,False
459,13047.jpg,pinus_virginiana,cryptomeria_japonica,False
460,33887.jpg,platanus_acerifolia,platanus_acerifolia,True
461,67724.jpg,diospyros_virginiana,diospyros_virginiana,True
462,85801.jpg,nyssa_sylvatica,nyssa_sylvatica,True
463,53446.jpg,pinus_peucea,pinus_strobus,False
464,10284.jpg,juniperus_virginiana,juniperus_virginiana,True
465,85566.jpg,quercus_muehlenbergii,quercus_muehlenbergii,True
466,71457.jpg,pyrus_calleryana,pyrus_calleryana,True
467,35337.jpg,ilex_opaca,ilex_opaca,True
468,7737.jpg,acer_campestre,acer_campestre,True
